c_symbol,python_class,method,owning_class,binding_kind
TGEvent_GetRefCount,SortServerListEvent,GetRefCount,TGEvent,direct
SortServerListEvent_GetSortBy,SortServerListEvent,GetSortBy,SortServerListEvent,direct
GetSource,SortServerListEvent,GetSource,,python_wrapper
TGEvent_GetTimestamp,SortServerListEvent,GetTimestamp,TGEvent,direct
TGEvent_IncRefCount,SortServerListEvent,IncRefCount,TGEvent,direct
TGEvent_IsLogged,SortServerListEvent,IsLogged,TGEvent,direct
TGEvent_IsNotSaved,SortServerListEvent,IsNotSaved,TGEvent,direct
TGEvent_IsPrivate,SortServerListEvent,IsPrivate,TGEvent,direct
SortServerListEvent_IsStringField,SortServerListEvent,IsStringField,SortServerListEvent,direct
TGObject_IsTypeOf,SortServerListEvent,IsTypeOf,TGObject,direct
TGObject_Print,SortServerListEvent,Print,TGObject,direct
TGEvent_SetDestination,SortServerListEvent,SetDestination,TGEvent,direct
TGEvent_SetEventType,SortServerListEvent,SetEventType,TGEvent,direct
TGEvent_SetLogged,SortServerListEvent,SetLogged,TGEvent,direct
TGEvent_SetNotSaved,SortServerListEvent,SetNotSaved,TGEvent,direct
TGEvent_SetPrivate,SortServerListEvent,SetPrivate,TGEvent,direct
SortServerListEvent_SetSortBy,SortServerListEvent,SetSortBy,SortServerListEvent,direct
TGEvent_SetSource,SortServerListEvent,SetSource,TGEvent,direct
SortServerListEvent_SetStringField,SortServerListEvent,SetStringField,SortServerListEvent,direct
TGEvent_SetTimestamp,SortServerListEvent,SetTimestamp,TGEvent,direct
SortServerListEvent_Copy,SortServerListEventPtr,Copy,SortServerListEvent,direct
TGEvent_DecRefCount,SortServerListEventPtr,DecRefCount,TGEvent,direct
TGObject_Destroy,SortServerListEventPtr,Destroy,TGObject,direct
Duplicate,SortServerListEventPtr,Duplicate,,python_wrapper
GetDestination,SortServerListEventPtr,GetDestination,,python_wrapper
TGEvent_GetEventType,SortServerListEventPtr,GetEventType,TGEvent,direct
TGObject_GetObjID,SortServerListEventPtr,GetObjID,TGObject,direct
TGObject_GetObjType,SortServerListEventPtr,GetObjType,TGObject,direct
TGEvent_GetRefCount,SortServerListEventPtr,GetRefCount,TGEvent,direct
SortServerListEvent_GetSortBy,SortServerListEventPtr,GetSortBy,SortServerListEvent,direct
GetSource,SortServerListEventPtr,GetSource,,python_wrapper
TGEvent_GetTimestamp,SortServerListEventPtr,GetTimestamp,TGEvent,direct
TGEvent_IncRefCount,SortServerListEventPtr,IncRefCount,TGEvent,direct
TGEvent_IsLogged,SortServerListEventPtr,IsLogged,TGEvent,direct
TGEvent_IsNotSaved,SortServerListEventPtr,IsNotSaved,TGEvent,direct
TGEvent_IsPrivate,SortServerListEventPtr,IsPrivate,TGEvent,direct
SortServerListEvent_IsStringField,SortServerListEventPtr,IsStringField,SortServerListEvent,direct
TGObject_IsTypeOf,SortServerListEventPtr,IsTypeOf,TGObject,direct
TGObject_Print,SortServerListEventPtr,Print,TGObject,direct
TGEvent_SetDestination,SortServerListEventPtr,SetDestination,TGEvent,direct
TGEvent_SetEventType,SortServerListEventPtr,SetEventType,TGEvent,direct
TGEvent_SetLogged,SortServerListEventPtr,SetLogged,TGEvent,direct
TGEvent_SetNotSaved,SortServerListEventPtr,SetNotSaved,TGEvent,direct
TGEvent_SetPrivate,SortServerListEventPtr,SetPrivate,TGEvent,direct
SortServerListEvent_SetSortBy,SortServerListEventPtr,SetSortBy,SortServerListEvent,direct
TGEvent_SetSource,SortServerListEventPtr,SetSource,TGEvent,direct
SortServerListEvent_SetStringField,SortServerListEventPtr,SetStringField,SortServerListEvent,direct
TGEvent_SetTimestamp,SortServerListEventPtr,SetTimestamp,TGEvent,direct
TGPane_AddChild,SortedRegionMenu,AddChild,TGPane,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,SortedRegionMenu,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,SortedRegionMenu,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
TGUIObject_AlignTo,SortedRegionMenu,AlignTo,TGUIObject,direct
TGEventHandlerObject_CallNextHandler,SortedRegionMenu,CallNextHandler,TGEventHandlerObject,direct
STMenu_ClearActivationEvent,SortedRegionMenu,ClearActivationEvent,STMenu,direct
STMenu_ClearClickedOnce,SortedRegionMenu,ClearClickedOnce,STMenu,direct
SortedRegionMenu_ClearInfo,SortedRegionMenu,ClearInfo,SortedRegionMenu,direct
STMenu_ClearOpened,SortedRegionMenu,ClearOpened,STMenu,direct
STMenu_Close,SortedRegionMenu,Close,STMenu,direct
TGPane_DeleteChild,SortedRegionMenu,DeleteChild,TGPane,direct
TGObject_Destroy,SortedRegionMenu,Destroy,TGObject,direct
STMenu_DisableFullTitleBar,SortedRegionMenu,DisableFullTitleBar,STMenu,direct
TGPane_FindPos,SortedRegionMenu,FindPos,TGPane,direct
TGPane_FocusHeight,SortedRegionMenu,FocusHeight,TGPane,direct
STMenu_ForceUpdate,SortedRegionMenu,ForceUpdate,STMenu,direct
STMenu_GetActualHeight,SortedRegionMenu,GetActualHeight,STMenu,direct
TGAttrObject_GetAttrInt,SortedRegionMenu,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,SortedRegionMenu,GetAttrValue,TGAttrObject,direct
TGUIObject_GetBottom,SortedRegionMenu,GetBottom,TGUIObject,direct
TGUIObject_GetBounds,SortedRegionMenu,GetBounds,TGUIObject,direct
GetButton,SortedRegionMenu,GetButton,,python_wrapper
GetButtonW,SortedRegionMenu,GetButtonW,,python_wrapper
GetClientArea,SortedRegionMenu,GetClientArea,,python_wrapper
TGUIObject_GetClipRect,SortedRegionMenu,GetClipRect,TGUIObject,direct
GetCommonAncestor,SortedRegionMenu,GetCommonAncestor,,python_wrapper
GetConceptualParent,SortedRegionMenu,GetConceptualParent,,python_wrapper
GetContainingWindow,SortedRegionMenu,GetContainingWindow,,python_wrapper
STMenu_GetDesiredHeight,SortedRegionMenu,GetDesiredHeight,STMenu,direct
TGUIObject_GetDesiredSize,SortedRegionMenu,GetDesiredSize,TGUIObject,direct
SortedRegionMenu_GetEpisodeName,SortedRegionMenu,GetEpisodeName,SortedRegionMenu,direct
GetFirstChild,SortedRegionMenu,GetFirstChild,,python_wrapper
TGUIObject_GetFlags,SortedRegionMenu,GetFlags,TGUIObject,direct
GetFocus,SortedRegionMenu,GetFocus,,python_wrapper
GetFocusLeaf,SortedRegionMenu,GetFocusLeaf,,python_wrapper
TGUIObject_GetHeight,SortedRegionMenu,GetHeight,TGUIObject,direct
GetLastChild,SortedRegionMenu,GetLastChild,,python_wrapper
TGUIObject_GetLeft,SortedRegionMenu,GetLeft,TGUIObject,direct
SortedRegionMenu_GetMissionName,SortedRegionMenu,GetMissionName,SortedRegionMenu,direct
STMenu_GetName,SortedRegionMenu,GetName,STMenu,direct
GetNextChild,SortedRegionMenu,GetNextChild,,python_wrapper
GetNthChild,SortedRegionMenu,GetNthChild,,python_wrapper
TGPane_GetNumChildren,SortedRegionMenu,GetNumChildren,TGPane,direct
TGObject_GetObjID,SortedRegionMenu,GetObjID,TGObject,direct
TGObject_GetObjType,SortedRegionMenu,GetObjType,TGObject,direct
GetParent,SortedRegionMenu,GetParent,,python_wrapper
SortedRegionMenu_GetPlacementName,SortedRegionMenu,GetPlacementName,SortedRegionMenu,direct
TGUIObject_GetPosition,SortedRegionMenu,GetPosition,TGUIObject,direct
GetPrevChild,SortedRegionMenu,GetPrevChild,,python_wrapper
SortedRegionMenu_GetRegionName,SortedRegionMenu,GetRegionName,SortedRegionMenu,direct
TGUIObject_GetRight,SortedRegionMenu,GetRight,TGUIObject,direct
TGUIObject_GetScreenOffset,SortedRegionMenu,GetScreenOffset,TGUIObject,direct
GetSubPane,SortedRegionMenu,GetSubPane,,python_wrapper
GetSubmenu,SortedRegionMenu,GetSubmenu,,python_wrapper
GetSubmenuW,SortedRegionMenu,GetSubmenuW,,python_wrapper
GetText,SortedRegionMenu,GetText,,python_wrapper
STMenu_GetTitleBarHeight,SortedRegionMenu,GetTitleBarHeight,STMenu,direct
TGUIObject_GetTop,SortedRegionMenu,GetTop,TGUIObject,direct
GetTrueNthChild,SortedRegionMenu,GetTrueNthChild,,python_wrapper
TGPane_GetTrueNumChildren,SortedRegionMenu,GetTrueNumChildren,TGPane,direct
TGUIObject_GetWidth,SortedRegionMenu,GetWidth,TGUIObject,direct
TGUIObject_GotFocus,SortedRegionMenu,GotFocus,TGUIObject,direct
TGUIObject_GotTrueFocus,SortedRegionMenu,GotTrueFocus,TGUIObject,direct
TGUIObject_GotTrueFocusPath,SortedRegionMenu,GotTrueFocusPath,TGUIObject,direct
TGUIObject_HasAncestor,SortedRegionMenu,HasAncestor,TGUIObject,direct
TGUIObject_HasFocus,SortedRegionMenu,HasFocus,TGUIObject,direct
TGUIObject_HasTrueFocus,SortedRegionMenu,HasTrueFocus,TGUIObject,direct
InitializeAllSets,SortedRegionMenu,InitializeAllSets,,python_wrapper
TGPane_InsertChild,SortedRegionMenu,InsertChild,TGPane,direct
TGUIObject_IsAlwaysHandleEvents,SortedRegionMenu,IsAlwaysHandleEvents,TGUIObject,direct
STMenu_IsAutoChoose,SortedRegionMenu,IsAutoChoose,STMenu,direct
TGUIObject_IsBatchChildPolys,SortedRegionMenu,IsBatchChildPolys,TGUIObject,direct
STMenu_IsChosen,SortedRegionMenu,IsChosen,STMenu,direct
STMenu_IsClickedOnce,SortedRegionMenu,IsClickedOnce,STMenu,direct
STMenu_IsCloseable,SortedRegionMenu,IsCloseable,STMenu,direct
TGUIObject_IsCompletelyEnabled,SortedRegionMenu,IsCompletelyEnabled,TGUIObject,direct
TGUIObject_IsCompletelyVisible,SortedRegionMenu,IsCompletelyVisible,TGUIObject,direct
TGUIObject_IsEnabled,SortedRegionMenu,IsEnabled,TGUIObject,direct
TGUIObject_IsExclusive,SortedRegionMenu,IsExclusive,TGUIObject,direct
TGUIObject_IsHighlighted,SortedRegionMenu,IsHighlighted,TGUIObject,direct
TGUIObject_IsInTrueFocusPath,SortedRegionMenu,IsInTrueFocusPath,TGUIObject,direct
TGUIObject_IsNoFocus,SortedRegionMenu,IsNoFocus,TGUIObject,direct
STMenu_IsOpenable,SortedRegionMenu,IsOpenable,STMenu,direct
STMenu_IsOpened,SortedRegionMenu,IsOpened,STMenu,direct
TGUIObject_IsSelected,SortedRegionMenu,IsSelected,TGUIObject,direct
TGUIObject_IsSkipParent,SortedRegionMenu,IsSkipParent,TGUIObject,direct
STMenu_IsTwoClicks,SortedRegionMenu,IsTwoClicks,STMenu,direct
TGObject_IsTypeOf,SortedRegionMenu,IsTypeOf,TGObject,direct
STMenu_IsUseEndCapSpace,SortedRegionMenu,IsUseEndCapSpace,STMenu,direct
TGUIObject_IsUseParentBatch,SortedRegionMenu,IsUseParentBatch,TGUIObject,direct
TGUIObject_IsVisible,SortedRegionMenu,IsVisible,TGUIObject,direct
TGUIObject_IsWithin,SortedRegionMenu,IsWithin,TGUIObject,direct
TGPane_KillChildren,SortedRegionMenu,KillChildren,TGPane,direct
TGUIObject_Layout,SortedRegionMenu,Layout,TGUIObject,direct
TGAttrObject_LookupAttrInt,SortedRegionMenu,LookupAttrInt,TGAttrObject,direct
TGAttrObject_LookupAttrValue,SortedRegionMenu,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,SortedRegionMenu,LookupLocalAttrValue,TGTemplatedAttrObject,direct
TGUIObject_LostFocus,SortedRegionMenu,LostFocus,TGUIObject,direct
TGUIObject_LostTrueFocus,SortedRegionMenu,LostTrueFocus,TGUIObject,direct
TGUIObject_LostTrueFocusPath,SortedRegionMenu,LostTrueFocusPath,TGUIObject,direct
TGUIObject_MouseEntered,SortedRegionMenu,MouseEntered,TGUIObject,direct
TGUIObject_MouseExited,SortedRegionMenu,MouseExited,TGUIObject,direct
TGUIObject_Move,SortedRegionMenu,Move,TGUIObject,direct
TGPane_MoveFocus,SortedRegionMenu,MoveFocus,TGPane,direct
TGPane_MoveToBack,SortedRegionMenu,MoveToBack,TGPane,direct
TGPane_MoveToFront,SortedRegionMenu,MoveToFront,TGPane,direct
TGPane_MoveTowardsBack,SortedRegionMenu,MoveTowardsBack,TGPane,direct
TGPane_MoveTowardsFront,SortedRegionMenu,MoveTowardsFront,TGPane,direct
STMenu_Open,SortedRegionMenu,Open,STMenu,direct
TGPane_PrependChild,SortedRegionMenu,PrependChild,TGPane,direct
TGUIObject_Print,SortedRegionMenu,Print,TGUIObject,direct
TGEventHandlerObject_ProcessEvent,SortedRegionMenu,ProcessEvent,TGEventHandlerObject,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,SortedRegionMenu,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,SortedRegionMenu,RemoveAttr,TGAttrObject,direct
TGPane_RemoveChild,SortedRegionMenu,RemoveChild,TGPane,direct
TGEventHandlerObject_RemoveHandlerForInstance,SortedRegionMenu,RemoveHandlerForInstance,TGEventHandlerObject,direct
STMenu_RemoveItem,SortedRegionMenu,RemoveItem,STMenu,direct
STMenu_RemoveItemW,SortedRegionMenu,RemoveItemW,STMenu,direct
STMenu_ResetColorScheme,SortedRegionMenu,ResetColorScheme,STMenu,direct
TGUIObject_Resize,SortedRegionMenu,Resize,TGUIObject,direct
STMenu_ResizeToContents,SortedRegionMenu,ResizeToContents,STMenu,direct
STMenu_SendActivationEvent,SortedRegionMenu,SendActivationEvent,STMenu,direct
STMenu_SetActivationEvent,SortedRegionMenu,SetActivationEvent,STMenu,direct
TGUIObject_SetAlwaysHandleEvents,SortedRegionMenu,SetAlwaysHandleEvents,TGUIObject,direct
TGUIObject_SetAlwaysHandleEventsFlag,SortedRegionMenu,SetAlwaysHandleEventsFlag,TGUIObject,direct
TGAttrObject_SetAttrInt,SortedRegionMenu,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,SortedRegionMenu,SetAttrValue,TGAttrObject,direct
STMenu_SetAutoChoose,SortedRegionMenu,SetAutoChoose,STMenu,direct
TGUIObject_SetBatchChildPolys,SortedRegionMenu,SetBatchChildPolys,TGUIObject,direct
TGUIObject_SetBatchChildPolysFlag,SortedRegionMenu,SetBatchChildPolysFlag,TGUIObject,direct
TGUIObject_SetBounds,SortedRegionMenu,SetBounds,TGUIObject,direct
STMenu_SetChosen,SortedRegionMenu,SetChosen,STMenu,direct
STMenu_SetClickedOnce,SortedRegionMenu,SetClickedOnce,STMenu,direct
STMenu_SetCloseable,SortedRegionMenu,SetCloseable,STMenu,direct
TGUIObject_SetDisabled,SortedRegionMenu,SetDisabled,TGUIObject,direct
TGUIObject_SetEnabled,SortedRegionMenu,SetEnabled,TGUIObject,direct
TGUIObject_SetEnabledFlag,SortedRegionMenu,SetEnabledFlag,TGUIObject,direct
SortedRegionMenu_SetEpisodeName,SortedRegionMenu,SetEpisodeName,SortedRegionMenu,direct
TGUIObject_SetExclusive,SortedRegionMenu,SetExclusive,TGUIObject,direct
TGUIObject_SetExclusiveFlag,SortedRegionMenu,SetExclusiveFlag,TGUIObject,direct
TGPane_SetFocus,SortedRegionMenu,SetFocus,TGPane,direct
TGUIObject_SetHighlighted,SortedRegionMenu,SetHighlighted,TGUIObject,direct
TGUIObject_SetHighlightedFlag,SortedRegionMenu,SetHighlightedFlag,TGUIObject,direct
TGWindow_SetIndent,SortedRegionMenu,SetIndent,TGWindow,direct
SortedRegionMenu_SetMissionName,SortedRegionMenu,SetMissionName,SortedRegionMenu,direct
STMenu_SetName,SortedRegionMenu,SetName,STMenu,direct
TGUIObject_SetNoFocus,SortedRegionMenu,SetNoFocus,TGUIObject,direct
TGUIObject_SetNoFocusFlag,SortedRegionMenu,SetNoFocusFlag,TGUIObject,direct
TGUIObject_SetNoSkipParent,SortedRegionMenu,SetNoSkipParent,TGUIObject,direct
TGUIObject_SetNotAlwaysHandleEvents,SortedRegionMenu,SetNotAlwaysHandleEvents,TGUIObject,direct
TGUIObject_SetNotBatchChildPolys,SortedRegionMenu,SetNotBatchChildPolys,TGUIObject,direct
STMenu_SetNotCloseable,SortedRegionMenu,SetNotCloseable,STMenu,direct
TGUIObject_SetNotExclusive,SortedRegionMenu,SetNotExclusive,TGUIObject,direct
TGUIObject_SetNotHighlighted,SortedRegionMenu,SetNotHighlighted,TGUIObject,direct
TGUIObject_SetNotNoFocus,SortedRegionMenu,SetNotNoFocus,TGUIObject,direct
STMenu_SetNotOpenable,SortedRegionMenu,SetNotOpenable,STMenu,direct
TGUIObject_SetNotSelected,SortedRegionMenu,SetNotSelected,TGUIObject,direct
TGUIObject_SetNotUseParentBatch,SortedRegionMenu,SetNotUseParentBatch,TGUIObject,direct
TGUIObject_SetNotVisible,SortedRegionMenu,SetNotVisible,TGUIObject,direct
STMenu_SetOpenable,SortedRegionMenu,SetOpenable,STMenu,direct
STMenu_SetOpened,SortedRegionMenu,SetOpened,STMenu,direct
TGUIObject_SetParent,SortedRegionMenu,SetParent,TGUIObject,direct
SortedRegionMenu_SetPlacementName,SortedRegionMenu,SetPlacementName,SortedRegionMenu,direct
TGUIObject_SetPosition,SortedRegionMenu,SetPosition,TGUIObject,direct
SortedRegionMenu_SetRegionName,SortedRegionMenu,SetRegionName,SortedRegionMenu,direct
TGUIObject_SetSelected,SortedRegionMenu,SetSelected,TGUIObject,direct
TGUIObject_SetSelectedFlag,SortedRegionMenu,SetSelectedFlag,TGUIObject,direct
STMenu_SetSingleClick,SortedRegionMenu,SetSingleClick,STMenu,direct
TGUIObject_SetSkipParent,SortedRegionMenu,SetSkipParent,TGUIObject,direct
TGUIObject_SetSkipParentFlag,SortedRegionMenu,SetSkipParentFlag,TGUIObject,direct
STMenu_SetTwoClicks,SortedRegionMenu,SetTwoClicks,STMenu,direct
STMenu_SetUseEndCapSpace,SortedRegionMenu,SetUseEndCapSpace,STMenu,direct
SortedRegionMenu_SetUseLargeLoadingScreen,SortedRegionMenu,SetUseLargeLoadingScreen,SortedRegionMenu,direct
TGUIObject_SetUseParentBatch,SortedRegionMenu,SetUseParentBatch,TGUIObject,direct
TGUIObject_SetUseParentBatchFlag,SortedRegionMenu,SetUseParentBatchFlag,TGUIObject,direct
STMenu_SetUseUIHeight,SortedRegionMenu,SetUseUIHeight,STMenu,direct
TGUIObject_SetVisible,SortedRegionMenu,SetVisible,TGUIObject,direct
TGUIObject_SetVisibleFlag,SortedRegionMenu,SetVisibleFlag,TGUIObject,direct
SortedRegionMenu_SetWarpToHere,SortedRegionMenu,SetWarpToHere,SortedRegionMenu,direct
TGUIObject_ToggleAlwaysHandleEvents,SortedRegionMenu,ToggleAlwaysHandleEvents,TGUIObject,direct
TGUIObject_ToggleBatchChildPolys,SortedRegionMenu,ToggleBatchChildPolys,TGUIObject,direct
TGUIObject_ToggleEnabled,SortedRegionMenu,ToggleEnabled,TGUIObject,direct
TGUIObject_ToggleExclusive,SortedRegionMenu,ToggleExclusive,TGUIObject,direct
TGUIObject_ToggleHighlighted,SortedRegionMenu,ToggleHighlighted,TGUIObject,direct
TGUIObject_ToggleNoFocus,SortedRegionMenu,ToggleNoFocus,TGUIObject,direct
TGUIObject_ToggleSelected,SortedRegionMenu,ToggleSelected,TGUIObject,direct
TGUIObject_ToggleSkipParent,SortedRegionMenu,ToggleSkipParent,TGUIObject,direct
TGUIObject_ToggleUseParentBatch,SortedRegionMenu,ToggleUseParentBatch,TGUIObject,direct
TGUIObject_ToggleVisible,SortedRegionMenu,ToggleVisible,TGUIObject,direct
STMenu_UseFullTitleBar,SortedRegionMenu,UseFullTitleBar,STMenu,direct
TGPane_AddChild,SortedRegionMenuPtr,AddChild,TGPane,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,SortedRegionMenuPtr,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,SortedRegionMenuPtr,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
TGUIObject_AlignTo,SortedRegionMenuPtr,AlignTo,TGUIObject,direct
TGEventHandlerObject_CallNextHandler,SortedRegionMenuPtr,CallNextHandler,TGEventHandlerObject,direct
STMenu_ClearActivationEvent,SortedRegionMenuPtr,ClearActivationEvent,STMenu,direct
STMenu_ClearClickedOnce,SortedRegionMenuPtr,ClearClickedOnce,STMenu,direct
SortedRegionMenu_ClearInfo,SortedRegionMenuPtr,ClearInfo,SortedRegionMenu,direct
STMenu_ClearOpened,SortedRegionMenuPtr,ClearOpened,STMenu,direct
STMenu_Close,SortedRegionMenuPtr,Close,STMenu,direct
TGPane_DeleteChild,SortedRegionMenuPtr,DeleteChild,TGPane,direct
TGObject_Destroy,SortedRegionMenuPtr,Destroy,TGObject,direct
STMenu_DisableFullTitleBar,SortedRegionMenuPtr,DisableFullTitleBar,STMenu,direct
TGPane_FindPos,SortedRegionMenuPtr,FindPos,TGPane,direct
TGPane_FocusHeight,SortedRegionMenuPtr,FocusHeight,TGPane,direct
STMenu_ForceUpdate,SortedRegionMenuPtr,ForceUpdate,STMenu,direct
STMenu_GetActualHeight,SortedRegionMenuPtr,GetActualHeight,STMenu,direct
TGAttrObject_GetAttrInt,SortedRegionMenuPtr,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,SortedRegionMenuPtr,GetAttrValue,TGAttrObject,direct
TGUIObject_GetBottom,SortedRegionMenuPtr,GetBottom,TGUIObject,direct
TGUIObject_GetBounds,SortedRegionMenuPtr,GetBounds,TGUIObject,direct
GetButton,SortedRegionMenuPtr,GetButton,,python_wrapper
GetButtonW,SortedRegionMenuPtr,GetButtonW,,python_wrapper
GetClientArea,SortedRegionMenuPtr,GetClientArea,,python_wrapper
TGUIObject_GetClipRect,SortedRegionMenuPtr,GetClipRect,TGUIObject,direct
GetCommonAncestor,SortedRegionMenuPtr,GetCommonAncestor,,python_wrapper
GetConceptualParent,SortedRegionMenuPtr,GetConceptualParent,,python_wrapper
GetContainingWindow,SortedRegionMenuPtr,GetContainingWindow,,python_wrapper
STMenu_GetDesiredHeight,SortedRegionMenuPtr,GetDesiredHeight,STMenu,direct
TGUIObject_GetDesiredSize,SortedRegionMenuPtr,GetDesiredSize,TGUIObject,direct
SortedRegionMenu_GetEpisodeName,SortedRegionMenuPtr,GetEpisodeName,SortedRegionMenu,direct
GetFirstChild,SortedRegionMenuPtr,GetFirstChild,,python_wrapper
TGUIObject_GetFlags,SortedRegionMenuPtr,GetFlags,TGUIObject,direct
GetFocus,SortedRegionMenuPtr,GetFocus,,python_wrapper
GetFocusLeaf,SortedRegionMenuPtr,GetFocusLeaf,,python_wrapper
TGUIObject_GetHeight,SortedRegionMenuPtr,GetHeight,TGUIObject,direct
GetLastChild,SortedRegionMenuPtr,GetLastChild,,python_wrapper
TGUIObject_GetLeft,SortedRegionMenuPtr,GetLeft,TGUIObject,direct
SortedRegionMenu_GetMissionName,SortedRegionMenuPtr,GetMissionName,SortedRegionMenu,direct
STMenu_GetName,SortedRegionMenuPtr,GetName,STMenu,direct
GetNextChild,SortedRegionMenuPtr,GetNextChild,,python_wrapper
GetNthChild,SortedRegionMenuPtr,GetNthChild,,python_wrapper
TGPane_GetNumChildren,SortedRegionMenuPtr,GetNumChildren,TGPane,direct
TGObject_GetObjID,SortedRegionMenuPtr,GetObjID,TGObject,direct
TGObject_GetObjType,SortedRegionMenuPtr,GetObjType,TGObject,direct
GetParent,SortedRegionMenuPtr,GetParent,,python_wrapper
SortedRegionMenu_GetPlacementName,SortedRegionMenuPtr,GetPlacementName,SortedRegionMenu,direct
TGUIObject_GetPosition,SortedRegionMenuPtr,GetPosition,TGUIObject,direct
GetPrevChild,SortedRegionMenuPtr,GetPrevChild,,python_wrapper
SortedRegionMenu_GetRegionName,SortedRegionMenuPtr,GetRegionName,SortedRegionMenu,direct
TGUIObject_GetRight,SortedRegionMenuPtr,GetRight,TGUIObject,direct
TGUIObject_GetScreenOffset,SortedRegionMenuPtr,GetScreenOffset,TGUIObject,direct
GetSubPane,SortedRegionMenuPtr,GetSubPane,,python_wrapper
GetSubmenu,SortedRegionMenuPtr,GetSubmenu,,python_wrapper
GetSubmenuW,SortedRegionMenuPtr,GetSubmenuW,,python_wrapper
GetText,SortedRegionMenuPtr,GetText,,python_wrapper
STMenu_GetTitleBarHeight,SortedRegionMenuPtr,GetTitleBarHeight,STMenu,direct
TGUIObject_GetTop,SortedRegionMenuPtr,GetTop,TGUIObject,direct
GetTrueNthChild,SortedRegionMenuPtr,GetTrueNthChild,,python_wrapper
TGPane_GetTrueNumChildren,SortedRegionMenuPtr,GetTrueNumChildren,TGPane,direct
TGUIObject_GetWidth,SortedRegionMenuPtr,GetWidth,TGUIObject,direct
TGUIObject_GotFocus,SortedRegionMenuPtr,GotFocus,TGUIObject,direct
TGUIObject_GotTrueFocus,SortedRegionMenuPtr,GotTrueFocus,TGUIObject,direct
TGUIObject_GotTrueFocusPath,SortedRegionMenuPtr,GotTrueFocusPath,TGUIObject,direct
TGUIObject_HasAncestor,SortedRegionMenuPtr,HasAncestor,TGUIObject,direct
TGUIObject_HasFocus,SortedRegionMenuPtr,HasFocus,TGUIObject,direct
TGUIObject_HasTrueFocus,SortedRegionMenuPtr,HasTrueFocus,TGUIObject,direct
InitializeAllSets,SortedRegionMenuPtr,InitializeAllSets,,python_wrapper
TGPane_InsertChild,SortedRegionMenuPtr,InsertChild,TGPane,direct
TGUIObject_IsAlwaysHandleEvents,SortedRegionMenuPtr,IsAlwaysHandleEvents,TGUIObject,direct
STMenu_IsAutoChoose,SortedRegionMenuPtr,IsAutoChoose,STMenu,direct
TGUIObject_IsBatchChildPolys,SortedRegionMenuPtr,IsBatchChildPolys,TGUIObject,direct
STMenu_IsChosen,SortedRegionMenuPtr,IsChosen,STMenu,direct
STMenu_IsClickedOnce,SortedRegionMenuPtr,IsClickedOnce,STMenu,direct
STMenu_IsCloseable,SortedRegionMenuPtr,IsCloseable,STMenu,direct
TGUIObject_IsCompletelyEnabled,SortedRegionMenuPtr,IsCompletelyEnabled,TGUIObject,direct
TGUIObject_IsCompletelyVisible,SortedRegionMenuPtr,IsCompletelyVisible,TGUIObject,direct
TGUIObject_IsEnabled,SortedRegionMenuPtr,IsEnabled,TGUIObject,direct
TGUIObject_IsExclusive,SortedRegionMenuPtr,IsExclusive,TGUIObject,direct
TGUIObject_IsHighlighted,SortedRegionMenuPtr,IsHighlighted,TGUIObject,direct
TGUIObject_IsInTrueFocusPath,SortedRegionMenuPtr,IsInTrueFocusPath,TGUIObject,direct
TGUIObject_IsNoFocus,SortedRegionMenuPtr,IsNoFocus,TGUIObject,direct
STMenu_IsOpenable,SortedRegionMenuPtr,IsOpenable,STMenu,direct
STMenu_IsOpened,SortedRegionMenuPtr,IsOpened,STMenu,direct
TGUIObject_IsSelected,SortedRegionMenuPtr,IsSelected,TGUIObject,direct
TGUIObject_IsSkipParent,SortedRegionMenuPtr,IsSkipParent,TGUIObject,direct
STMenu_IsTwoClicks,SortedRegionMenuPtr,IsTwoClicks,STMenu,direct
TGObject_IsTypeOf,SortedRegionMenuPtr,IsTypeOf,TGObject,direct
STMenu_IsUseEndCapSpace,SortedRegionMenuPtr,IsUseEndCapSpace,STMenu,direct
TGUIObject_IsUseParentBatch,SortedRegionMenuPtr,IsUseParentBatch,TGUIObject,direct
TGUIObject_IsVisible,SortedRegionMenuPtr,IsVisible,TGUIObject,direct
TGUIObject_IsWithin,SortedRegionMenuPtr,IsWithin,TGUIObject,direct
TGPane_KillChildren,SortedRegionMenuPtr,KillChildren,TGPane,direct
TGUIObject_Layout,SortedRegionMenuPtr,Layout,TGUIObject,direct
TGAttrObject_LookupAttrInt,SortedRegionMenuPtr,LookupAttrInt,TGAttrObject,direct
